Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP014304,SUB029427,2022-03-11 16:24:09,2022-03-25 07:47:06,Customer reported: Portability delay. Issue observed in Jalandhar area. Ticket escalated to Level 3 support.,Portability delay
CMP014305,SUB037933,2023-11-11 04:43:40,2023-11-13 19:53:37,Customer reported: SIM activation problem. Issue observed in Patiala area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014306,SUB046636,2024-07-18 16:55:24,2024-07-25 16:57:04,Customer reported: OTP not received. Issue observed in Ludhiana area. Ticket escalated to Level 1 support.,OTP not received
CMP014307,SUB045635,2021-04-20 15:29:32,2021-04-25 16:30:23,Customer reported: OTP not received. Issue observed in Guntur area. Ticket escalated to Level 1 support.,OTP not received
CMP014308,SUB008698,2024-12-05 11:21:15,2024-12-09 16:32:43,Customer reported: Voice call quality. Issue observed in Agra area. Ticket escalated to Level 1 support.,Voice call quality
CMP014309,SUB040560,2024-06-28 19:14:08,2024-07-04 19:25:56,Customer reported: Number portability. Issue observed in Agra area. Ticket escalated to Level 2 support.,Number portability
CMP014310,SUB019087,2024-11-17 05:05:13,2024-11-27 13:49:28,Customer reported: Wrong deduction. Issue observed in Tiruchirappalli area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014311,SUB011713,2022-04-23 18:29:44,2022-04-30 01:04:30,Customer reported: Data not credited. Issue observed in Siliguri area. Ticket escalated to Level 3 support.,Data not credited
CMP014312,SUB025984,2021-07-22 00:22:26,2021-07-27 21:36:42,Customer reported: Call drops. Issue observed in Junagadh area. Ticket escalated to Level 3 support.,Call drops
CMP014313,SUB019446,2020-09-20 00:39:06,2020-09-29 03:00:53,Customer reported: Recharge failure. Issue observed in Hubli area. Ticket escalated to Level 2 support.,Recharge failure
CMP014314,SUB018079,2019-12-22 23:27:10,,Customer reported: Wrong deduction. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Wrong deduction
CMP014315,SUB025088,2024-11-17 01:32:33,2024-11-29 21:28:46,Customer reported: Portability delay. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,Portability delay
CMP014316,SUB009596,2022-01-14 15:17:20,2022-01-16 06:07:45,Customer reported: OTP not received. Issue observed in Tiruchirappalli area. Ticket escalated to Level 1 support.,OTP not received
CMP014317,SUB034525,2021-08-19 19:04:13,2021-08-24 11:57:41,Customer reported: OTP not received. Issue observed in Kolkata area. Ticket escalated to Level 2 support.,OTP not received
CMP014318,SUB008052,2021-11-17 05:10:34,2021-11-18 14:31:38,Customer reported: OTP not received. Issue observed in Kolhapur area. Ticket escalated to Level 3 support.,OTP not received
CMP014319,SUB041519,2020-01-23 23:27:49,2020-01-25 14:45:03,Customer reported: Portability delay. Issue observed in Warangal area. Ticket escalated to Level 2 support.,Portability delay
CMP014320,SUB008628,2024-12-26 22:47:09,2024-12-29 01:56:16,Customer reported: Recharge failure. Issue observed in Coimbatore area. Ticket escalated to Level 3 support.,Recharge failure
CMP014321,SUB024600,2019-09-02 19:32:24,,Customer reported: Number portability. Issue observed in Amritsar area. Ticket escalated to Level 3 support.,Number portability
CMP014322,SUB033854,2020-12-08 20:23:57,2020-12-12 22:26:04,Customer reported: Roaming issue. Issue observed in Guntur area. Ticket escalated to Level 3 support.,Roaming issue
CMP014323,SUB009208,2022-06-10 19:00:15,2022-06-15 16:46:30,Customer reported: Data not credited. Issue observed in Kolhapur area. Ticket escalated to Level 1 support.,Data not credited
CMP014324,SUB020547,2019-07-22 21:56:46,2019-08-03 22:03:43,Customer reported: Number portability. Issue observed in Rajkot area. Ticket escalated to Level 3 support.,Number portability
CMP014325,SUB027617,2020-09-23 06:26:53,2020-09-27 13:37:21,Customer reported: International call problem. Issue observed in Chandigarh area. Ticket escalated to Level 3 support.,International call problem
CMP014326,SUB042403,2019-08-04 21:22:10,2019-08-11 01:08:48,Customer reported: Wrong deduction. Issue observed in Chandigarh area. Ticket escalated to Level 3 support.,Wrong deduction
CMP014327,SUB003649,2024-07-29 07:30:01,2024-08-06 17:04:49,Customer reported: Customer service complaint. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014328,SUB004601,2020-03-22 05:02:31,2020-03-30 15:31:03,Customer reported: Billing issue. Issue observed in Tiruchirappalli area. Ticket escalated to Level 2 support.,Billing issue
CMP014329,SUB003747,2019-06-23 06:35:00,,Customer reported: Poor network coverage. Issue observed in Jabalpur area. Ticket escalated to Level 1 support.,Poor network coverage
CMP014330,SUB026890,2023-05-14 10:09:43,,Customer reported: Data not credited. Issue observed in Junagadh area. Ticket escalated to Level 2 support.,Data not credited
CMP014331,SUB019938,2022-05-06 19:29:07,2022-05-14 08:57:01,Customer reported: Roaming issue. Issue observed in Aurangabad area. Ticket escalated to Level 3 support.,Roaming issue
CMP014332,SUB048643,2020-03-29 15:43:44,2020-03-31 23:20:16,Customer reported: OTP not received. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,OTP not received
CMP014333,SUB023662,2020-06-12 02:06:32,2020-06-19 16:27:22,Customer reported: Poor network coverage. Issue observed in Madurai area. Ticket escalated to Level 3 support.,Poor network coverage
CMP014334,SUB016817,2019-10-06 19:58:00,2019-10-08 01:23:09,Customer reported: OTP not received. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,OTP not received
CMP014335,SUB010728,2019-12-24 08:19:24,2019-12-29 19:17:19,Customer reported: Recharge failure. Issue observed in Vijayawada area. Ticket escalated to Level 2 support.,Recharge failure
CMP014336,SUB019595,2024-10-09 00:37:08,2024-10-20 02:04:36,Customer reported: Recharge failure. Issue observed in Bhavnagar area. Ticket escalated to Level 3 support.,Recharge failure
CMP014337,SUB029488,2019-06-22 07:31:54,2019-06-23 21:18:30,Customer reported: SIM activation problem. Issue observed in Rajkot area. Ticket escalated to Level 1 support.,SIM activation problem
CMP014338,SUB021917,2019-03-04 17:03:11,2019-03-10 10:40:48,Customer reported: Data not credited. Issue observed in Meerut area. Ticket escalated to Level 3 support.,Data not credited
CMP014339,SUB042570,2023-07-01 09:09:26,,Customer reported: Call drops. Issue observed in Durgapur area. Ticket escalated to Level 1 support.,Call drops
CMP014340,SUB030478,2019-08-18 23:15:21,2019-08-26 22:22:15,Customer reported: Data not credited. Issue observed in Coimbatore area. Ticket escalated to Level 1 support.,Data not credited
CMP014341,SUB028426,2022-06-01 04:05:02,2022-06-04 17:51:45,Customer reported: Data not credited. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Data not credited
CMP014342,SUB041221,2024-10-01 11:14:52,2024-10-03 19:47:07,Customer reported: SIM activation problem. Issue observed in Gurgaon area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014343,SUB040637,2022-01-20 14:04:21,2022-01-25 11:20:50,Customer reported: Call drops. Issue observed in Siliguri area. Ticket escalated to Level 2 support.,Call drops
CMP014344,SUB001928,2024-04-01 01:21:29,,Customer reported: Customer service complaint. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014345,SUB038357,2022-12-19 11:28:19,2022-12-31 16:26:13,Customer reported: Roaming issue. Issue observed in Chandigarh area. Ticket escalated to Level 1 support.,Roaming issue
CMP014346,SUB034424,2020-08-14 02:13:57,2020-08-23 05:01:13,Customer reported: SIM activation problem. Issue observed in Coimbatore area. Ticket escalated to Level 1 support.,SIM activation problem
CMP014347,SUB006829,2023-11-12 00:24:28,2023-11-14 19:30:32,Customer reported: Voice call quality. Issue observed in Ghaziabad area. Ticket escalated to Level 2 support.,Voice call quality
CMP014348,SUB032455,2022-05-03 23:05:24,2022-05-10 07:54:12,Customer reported: Call drops. Issue observed in Kota area. Ticket escalated to Level 1 support.,Call drops
CMP014349,SUB044576,2019-04-08 00:34:28,,Customer reported: Customer service complaint. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014350,SUB012909,2020-06-08 02:42:58,2020-06-09 08:57:02,Customer reported: Billing issue. Issue observed in Warangal area. Ticket escalated to Level 2 support.,Billing issue
CMP014351,SUB025800,2020-12-15 20:13:38,2020-12-28 03:41:13,Customer reported: International call problem. Issue observed in Madurai area. Ticket escalated to Level 2 support.,International call problem
CMP014352,SUB009247,2024-12-30 16:25:38,,Customer reported: Billing issue. Issue observed in Ghaziabad area. Ticket escalated to Level 3 support.,Billing issue
CMP014353,SUB000534,2021-05-24 03:34:45,2021-06-02 10:16:04,Customer reported: Billing issue. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,Billing issue
CMP014354,SUB007721,2024-09-20 00:13:16,2024-10-03 13:01:48,Customer reported: International call problem. Issue observed in Bangalore area. Ticket escalated to Level 3 support.,International call problem
CMP014355,SUB041231,2022-09-27 03:42:30,2022-09-28 09:03:32,Customer reported: Billing issue. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Billing issue
CMP014356,SUB024119,2020-03-12 19:04:31,2020-03-16 06:30:52,Customer reported: International call problem. Issue observed in Udaipur area. Ticket escalated to Level 2 support.,International call problem
CMP014357,SUB032477,2024-05-02 21:54:31,2024-05-13 21:00:06,Customer reported: Slow internet speed. Issue observed in Kota area. Ticket escalated to Level 2 support.,Slow internet speed
CMP014358,SUB030325,2022-03-01 10:52:10,2022-03-12 08:26:48,Customer reported: Poor network coverage. Issue observed in Madurai area. Ticket escalated to Level 3 support.,Poor network coverage
CMP014359,SUB036063,2019-08-01 19:23:12,2019-08-13 20:05:52,Customer reported: Roaming issue. Issue observed in Udaipur area. Ticket escalated to Level 2 support.,Roaming issue
CMP014360,SUB028394,2018-10-21 21:37:11,2018-10-29 18:45:46,Customer reported: OTP not received. Issue observed in Aurangabad area. Ticket escalated to Level 3 support.,OTP not received
CMP014361,SUB019750,2021-06-04 06:06:41,2021-06-16 03:30:57,Customer reported: OTP not received. Issue observed in Bhopal area. Ticket escalated to Level 1 support.,OTP not received
CMP014362,SUB005546,2021-09-13 13:58:23,2021-09-17 12:34:30,Customer reported: International call problem. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,International call problem
CMP014363,SUB026564,2021-01-03 22:16:50,2021-01-13 22:32:36,Customer reported: Wrong deduction. Issue observed in Kolkata area. Ticket escalated to Level 3 support.,Wrong deduction
CMP014364,SUB038594,2023-11-24 21:25:55,2023-12-08 15:37:02,Customer reported: Voice call quality. Issue observed in Durgapur area. Ticket escalated to Level 2 support.,Voice call quality
CMP014365,SUB045894,2024-04-14 18:13:08,2024-04-22 03:02:46,Customer reported: Data not credited. Issue observed in Gandhinagar area. Ticket escalated to Level 1 support.,Data not credited
CMP014366,SUB043704,2024-03-30 06:26:13,,Customer reported: Call drops. Issue observed in Howrah area. Ticket escalated to Level 3 support.,Call drops
CMP014367,SUB005895,2022-08-12 15:32:19,2022-08-23 01:15:13,Customer reported: Voice call quality. Issue observed in Thane area. Ticket escalated to Level 2 support.,Voice call quality
CMP014368,SUB019831,2024-10-19 07:26:09,,Customer reported: International call problem. Issue observed in Bhavnagar area. Ticket escalated to Level 1 support.,International call problem
CMP014369,SUB029823,2022-05-22 03:52:07,2022-05-29 11:32:22,Customer reported: Slow internet speed. Issue observed in Kolhapur area. Ticket escalated to Level 2 support.,Slow internet speed
CMP014370,SUB028353,2020-10-04 05:26:15,,Customer reported: Billing issue. Issue observed in Warangal area. Ticket escalated to Level 3 support.,Billing issue
CMP014371,SUB021538,2024-08-18 12:52:48,2024-08-30 08:52:13,Customer reported: OTP not received. Issue observed in Vijayawada area. Ticket escalated to Level 3 support.,OTP not received
CMP014372,SUB031778,2024-09-24 00:22:51,,Customer reported: Roaming issue. Issue observed in Hyderabad area. Ticket escalated to Level 2 support.,Roaming issue
CMP014373,SUB046105,2019-10-20 03:04:27,,Customer reported: Billing issue. Issue observed in Kolkata area. Ticket escalated to Level 2 support.,Billing issue
CMP014374,SUB047636,2024-12-06 23:44:32,2024-12-11 17:12:50,Customer reported: Portability delay. Issue observed in Jodhpur area. Ticket escalated to Level 3 support.,Portability delay
CMP014375,SUB010573,2019-07-09 13:48:56,2019-07-18 19:00:43,Customer reported: Customer service complaint. Issue observed in Lucknow area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014376,SUB002797,2024-12-17 20:02:27,2024-12-27 08:19:02,Customer reported: Recharge failure. Issue observed in Kota area. Ticket escalated to Level 2 support.,Recharge failure
CMP014377,SUB028561,2024-12-30 17:42:33,,Customer reported: International call problem. Issue observed in Jaipur area. Ticket escalated to Level 3 support.,International call problem
CMP014378,SUB011984,2024-01-12 19:00:44,,Customer reported: Slow internet speed. Issue observed in Solapur area. Ticket escalated to Level 1 support.,Slow internet speed
CMP014379,SUB035578,2022-10-24 20:37:16,2022-11-07 09:31:43,Customer reported: Number portability. Issue observed in Pune area. Ticket escalated to Level 1 support.,Number portability
CMP014380,SUB043288,2020-10-13 04:42:11,2020-10-25 20:35:59,Customer reported: Data not credited. Issue observed in Ghaziabad area. Ticket escalated to Level 3 support.,Data not credited
CMP014381,SUB042220,2022-12-29 04:14:34,,Customer reported: International call problem. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,International call problem
CMP014382,SUB044112,2022-07-19 19:42:16,2022-07-30 03:51:16,Customer reported: Recharge failure. Issue observed in Bhavnagar area. Ticket escalated to Level 1 support.,Recharge failure
CMP014383,SUB017982,2019-06-16 02:09:03,2019-06-25 13:57:21,Customer reported: Billing issue. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Billing issue
CMP014384,SUB049858,2024-12-05 03:44:19,2024-12-10 18:16:28,Customer reported: SIM activation problem. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,SIM activation problem
CMP014385,SUB001938,2021-05-22 20:08:14,,Customer reported: SIM activation problem. Issue observed in Rajkot area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014386,SUB027923,2024-12-18 19:26:15,2024-12-30 02:26:33,Customer reported: Number portability. Issue observed in Gurgaon area. Ticket escalated to Level 1 support.,Number portability
CMP014387,SUB024767,2024-01-23 12:14:42,2024-02-03 17:50:41,Customer reported: Recharge failure. Issue observed in Delhi area. Ticket escalated to Level 1 support.,Recharge failure
CMP014388,SUB000035,2024-05-25 06:36:39,2024-05-30 14:28:14,Customer reported: Billing issue. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,Billing issue
CMP014389,SUB042689,2022-04-20 15:34:10,2022-05-01 05:57:28,Customer reported: Billing issue. Issue observed in Gurgaon area. Ticket escalated to Level 1 support.,Billing issue
CMP014390,SUB039944,2024-05-28 08:48:26,2024-06-10 15:41:41,Customer reported: Roaming issue. Issue observed in Ujjain area. Ticket escalated to Level 3 support.,Roaming issue
CMP014391,SUB042825,2023-07-27 22:16:40,2023-08-07 01:29:00,Customer reported: Number portability. Issue observed in Visakhapatnam area. Ticket escalated to Level 3 support.,Number portability
CMP014392,SUB031668,2022-05-24 19:45:52,2022-06-04 16:08:09,Customer reported: Roaming issue. Issue observed in Jabalpur area. Ticket escalated to Level 1 support.,Roaming issue
CMP014393,SUB035748,2021-03-05 21:15:07,,Customer reported: Poor network coverage. Issue observed in Junagadh area. Ticket escalated to Level 1 support.,Poor network coverage
CMP014394,SUB030349,2019-07-29 16:50:11,2019-08-02 01:17:13,Customer reported: Recharge failure. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Recharge failure
CMP014395,SUB039505,2021-04-07 20:40:12,2021-04-11 20:59:30,Customer reported: International call problem. Issue observed in Patiala area. Ticket escalated to Level 2 support.,International call problem
CMP014396,SUB049029,2019-08-10 20:38:02,2019-08-14 18:07:41,Customer reported: Wrong deduction. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014397,SUB033325,2022-12-03 15:08:08,2022-12-11 01:28:07,Customer reported: Call drops. Issue observed in Ahmedabad area. Ticket escalated to Level 1 support.,Call drops
CMP014398,SUB027474,2022-08-28 00:22:59,2022-09-05 10:22:23,Customer reported: Data not credited. Issue observed in Ludhiana area. Ticket escalated to Level 2 support.,Data not credited
CMP014399,SUB023814,2020-08-29 20:02:02,2020-09-08 21:13:29,Customer reported: Roaming issue. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Roaming issue
CMP014400,SUB015865,2022-10-03 16:19:52,2022-10-09 14:31:53,Customer reported: Billing issue. Issue observed in Madurai area. Ticket escalated to Level 2 support.,Billing issue
CMP014401,SUB011575,2023-04-28 12:31:17,2023-05-05 07:48:56,Customer reported: Data not credited. Issue observed in Bhopal area. Ticket escalated to Level 3 support.,Data not credited
CMP014402,SUB042701,2024-09-09 16:36:15,,Customer reported: International call problem. Issue observed in Delhi area. Ticket escalated to Level 1 support.,International call problem
CMP014403,SUB009097,2023-10-05 02:53:38,2023-10-10 14:01:52,Customer reported: OTP not received. Issue observed in Aurangabad area. Ticket escalated to Level 3 support.,OTP not received
CMP014404,SUB034606,2023-12-20 23:19:00,2024-01-03 18:24:20,Customer reported: Recharge failure. Issue observed in Agra area. Ticket escalated to Level 1 support.,Recharge failure
CMP014405,SUB003654,2023-09-22 12:17:46,2023-09-25 09:36:37,Customer reported: Slow internet speed. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014406,SUB018619,2022-11-05 08:28:27,2022-11-10 01:57:40,Customer reported: Portability delay. Issue observed in Patiala area. Ticket escalated to Level 1 support.,Portability delay
CMP014407,SUB005020,2024-04-13 17:04:32,2024-04-27 07:38:05,Customer reported: Recharge failure. Issue observed in Kolkata area. Ticket escalated to Level 2 support.,Recharge failure
CMP014408,SUB031825,2023-10-16 15:34:54,2023-10-30 09:54:46,Customer reported: Wrong deduction. Issue observed in Kolhapur area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014409,SUB048288,2021-10-04 02:08:45,2021-10-15 08:20:08,Customer reported: Number portability. Issue observed in Jaipur area. Ticket escalated to Level 2 support.,Number portability
CMP014410,SUB022208,2023-09-25 16:09:53,2023-10-04 21:15:23,Customer reported: OTP not received. Issue observed in Kota area. Ticket escalated to Level 2 support.,OTP not received
CMP014411,SUB029561,2023-05-24 05:39:19,,Customer reported: Voice call quality. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,Voice call quality
CMP014412,SUB028339,2022-12-24 21:17:39,2022-12-28 19:36:18,Customer reported: Wrong deduction. Issue observed in Thane area. Ticket escalated to Level 2 support.,Wrong deduction
CMP014413,SUB045235,2021-10-28 17:19:30,2021-11-04 21:52:33,Customer reported: Portability delay. Issue observed in Ghaziabad area. Ticket escalated to Level 1 support.,Portability delay
CMP014414,SUB014583,2021-09-10 06:20:20,2021-09-18 04:24:24,Customer reported: Portability delay. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,Portability delay
CMP014415,SUB037907,2020-12-29 09:37:08,2021-01-06 22:33:03,Customer reported: Recharge failure. Issue observed in Tiruchirappalli area. Ticket escalated to Level 1 support.,Recharge failure
CMP014416,SUB048481,2022-10-28 02:19:17,2022-11-09 11:12:44,Customer reported: Recharge failure. Issue observed in Nashik area. Ticket escalated to Level 1 support.,Recharge failure
CMP014417,SUB042096,2020-12-21 08:39:05,2020-12-24 21:32:38,Customer reported: Voice call quality. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Voice call quality
CMP014418,SUB017553,2020-04-17 10:51:39,2020-04-24 00:42:05,Customer reported: Recharge failure. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,Recharge failure
CMP014419,SUB047963,2024-01-15 09:48:59,2024-01-23 12:51:22,Customer reported: SIM activation problem. Issue observed in Madurai area. Ticket escalated to Level 1 support.,SIM activation problem
CMP014420,SUB031151,2020-03-04 21:21:50,2020-03-13 21:10:44,Customer reported: Roaming issue. Issue observed in Surat area. Ticket escalated to Level 1 support.,Roaming issue
CMP014421,SUB015602,2024-05-30 15:16:59,2024-06-05 00:05:30,Customer reported: Billing issue. Issue observed in Kolhapur area. Ticket escalated to Level 3 support.,Billing issue
CMP014422,SUB048985,2022-11-24 23:16:45,2022-12-03 04:21:09,Customer reported: Roaming issue. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Roaming issue
CMP014423,SUB044656,2024-12-07 15:04:43,2024-12-18 01:28:16,Customer reported: International call problem. Issue observed in Hyderabad area. Ticket escalated to Level 1 support.,International call problem
CMP014424,SUB004549,2020-12-05 18:59:47,2020-12-18 23:59:51,Customer reported: Customer service complaint. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,Customer service complaint
CMP014425,SUB021456,2023-06-26 04:13:58,2023-07-08 22:58:14,Customer reported: OTP not received. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,OTP not received
CMP014426,SUB007752,2022-03-25 14:56:17,2022-04-05 00:20:00,Customer reported: Call drops. Issue observed in Ajmer area. Ticket escalated to Level 3 support.,Call drops
CMP014427,SUB048547,2024-12-15 10:21:51,2024-12-25 00:05:49,Customer reported: International call problem. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,International call problem
CMP014428,SUB025737,2021-06-12 12:30:58,2021-06-14 17:40:18,Customer reported: Customer service complaint. Issue observed in Hyderabad area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014429,SUB029958,2021-06-25 03:35:00,2021-07-07 14:38:37,Customer reported: Wrong deduction. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014430,SUB039798,2024-11-23 18:11:23,2024-11-26 21:57:03,Customer reported: Billing issue. Issue observed in Jaipur area. Ticket escalated to Level 3 support.,Billing issue
CMP014431,SUB007100,2021-08-16 00:58:00,2021-08-23 09:56:56,Customer reported: Recharge failure. Issue observed in Pune area. Ticket escalated to Level 3 support.,Recharge failure
CMP014432,SUB005045,2021-07-04 16:52:30,,Customer reported: Recharge failure. Issue observed in Jamnagar area. Ticket escalated to Level 1 support.,Recharge failure
CMP014433,SUB049032,2023-08-29 21:29:44,2023-09-11 17:49:16,Customer reported: Recharge failure. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,Recharge failure
CMP014434,SUB040726,2024-06-19 16:52:33,2024-06-25 09:13:54,Customer reported: Portability delay. Issue observed in Faridabad area. Ticket escalated to Level 3 support.,Portability delay
CMP014435,SUB042147,2024-12-15 00:18:05,2024-12-23 21:03:19,Customer reported: International call problem. Issue observed in Jaipur area. Ticket escalated to Level 3 support.,International call problem
CMP014436,SUB014576,2024-10-20 22:43:57,2024-10-27 12:17:26,Customer reported: Wrong deduction. Issue observed in Kota area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014437,SUB009717,2024-09-04 16:39:30,2024-09-09 14:13:05,Customer reported: Poor network coverage. Issue observed in Mangalore area. Ticket escalated to Level 1 support.,Poor network coverage
CMP014438,SUB009529,2021-06-22 03:27:04,2021-06-30 08:30:32,Customer reported: Customer service complaint. Issue observed in Hyderabad area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014439,SUB007876,2020-12-23 06:13:31,2021-01-02 12:30:57,Customer reported: Call drops. Issue observed in Ghaziabad area. Ticket escalated to Level 1 support.,Call drops
CMP014440,SUB047493,2024-12-30 02:18:57,,Customer reported: Wrong deduction. Issue observed in Madurai area. Ticket escalated to Level 3 support.,Wrong deduction
CMP014441,SUB040730,2022-10-28 23:09:15,2022-11-09 10:50:34,Customer reported: Poor network coverage. Issue observed in Hyderabad area. Ticket escalated to Level 2 support.,Poor network coverage
CMP014442,SUB016083,2022-04-25 04:06:17,2022-04-29 23:07:09,Customer reported: OTP not received. Issue observed in Gwalior area. Ticket escalated to Level 2 support.,OTP not received
CMP014443,SUB047284,2022-10-23 18:35:00,2022-10-25 10:01:44,Customer reported: OTP not received. Issue observed in Jabalpur area. Ticket escalated to Level 1 support.,OTP not received
CMP014444,SUB048524,2018-06-23 18:36:23,2018-07-02 12:27:50,Customer reported: Portability delay. Issue observed in Kolhapur area. Ticket escalated to Level 3 support.,Portability delay
CMP014445,SUB000556,2023-04-27 21:47:26,2023-05-07 23:43:01,Customer reported: OTP not received. Issue observed in Faridabad area. Ticket escalated to Level 3 support.,OTP not received
CMP014446,SUB005529,2019-06-16 14:19:38,2019-06-28 03:35:43,Customer reported: Recharge failure. Issue observed in Vadodara area. Ticket escalated to Level 3 support.,Recharge failure
CMP014447,SUB047927,2019-09-21 03:33:31,2019-10-02 02:44:46,Customer reported: Billing issue. Issue observed in Ajmer area. Ticket escalated to Level 1 support.,Billing issue
CMP014448,SUB045985,2023-08-25 18:54:06,2023-08-29 19:14:35,Customer reported: Call drops. Issue observed in Lucknow area. Ticket escalated to Level 2 support.,Call drops
CMP014449,SUB018173,2020-06-22 12:51:06,2020-06-28 03:54:59,Customer reported: SIM activation problem. Issue observed in Noida area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014450,SUB048914,2021-03-11 11:54:54,2021-03-15 04:07:59,Customer reported: Call drops. Issue observed in Bhopal area. Ticket escalated to Level 3 support.,Call drops
CMP014451,SUB006677,2021-01-26 23:53:29,2021-02-08 10:25:04,Customer reported: Recharge failure. Issue observed in Visakhapatnam area. Ticket escalated to Level 1 support.,Recharge failure
CMP014452,SUB021129,2023-04-12 22:11:02,2023-04-22 06:41:33,Customer reported: Data not credited. Issue observed in Warangal area. Ticket escalated to Level 1 support.,Data not credited
CMP014453,SUB012209,2020-07-22 20:53:51,2020-08-01 10:50:08,Customer reported: Billing issue. Issue observed in Mangalore area. Ticket escalated to Level 1 support.,Billing issue
CMP014454,SUB003139,2021-03-22 06:49:12,2021-03-30 17:18:24,Customer reported: Portability delay. Issue observed in Vijayawada area. Ticket escalated to Level 1 support.,Portability delay
CMP014455,SUB013648,2019-08-23 07:26:24,2019-09-05 00:45:17,Customer reported: Call drops. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,Call drops
CMP014456,SUB005729,2023-10-13 12:26:09,,Customer reported: Voice call quality. Issue observed in Hyderabad area. Ticket escalated to Level 3 support.,Voice call quality
CMP014457,SUB047621,2023-12-18 13:58:33,,Customer reported: Recharge failure. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Recharge failure
CMP014458,SUB038539,2024-11-30 01:21:30,2024-12-01 04:31:20,Customer reported: Recharge failure. Issue observed in Salem area. Ticket escalated to Level 3 support.,Recharge failure
CMP014459,SUB029191,2019-10-26 18:42:42,2019-10-29 08:17:22,Customer reported: OTP not received. Issue observed in Chennai area. Ticket escalated to Level 1 support.,OTP not received
CMP014460,SUB006217,2020-11-23 13:44:09,2020-11-25 12:12:31,Customer reported: Call drops. Issue observed in Asansol area. Ticket escalated to Level 2 support.,Call drops
CMP014461,SUB029540,2024-10-06 22:43:20,,Customer reported: Call drops. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Call drops
CMP014462,SUB004295,2024-08-08 14:51:24,2024-08-14 08:55:05,Customer reported: Slow internet speed. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Slow internet speed
CMP014463,SUB041478,2022-03-08 20:01:08,2022-03-20 21:19:02,Customer reported: SIM activation problem. Issue observed in Kolhapur area. Ticket escalated to Level 1 support.,SIM activation problem
CMP014464,SUB026954,2023-07-21 06:06:49,2023-08-02 02:32:05,Customer reported: Slow internet speed. Issue observed in Chennai area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014465,SUB049533,2021-08-17 09:36:07,2021-08-30 01:13:22,Customer reported: SIM activation problem. Issue observed in Meerut area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014466,SUB031540,2024-03-11 23:23:07,2024-03-19 22:29:46,Customer reported: Voice call quality. Issue observed in Tiruchirappalli area. Ticket escalated to Level 2 support.,Voice call quality
CMP014467,SUB013852,2024-04-27 20:35:12,2024-05-08 17:59:27,Customer reported: Wrong deduction. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014468,SUB010382,2020-07-11 08:12:43,2020-07-16 16:28:34,Customer reported: OTP not received. Issue observed in Ludhiana area. Ticket escalated to Level 1 support.,OTP not received
