Tower_id,capacity,covrage_area,location,Tower_status
3638,300,Airport,"Lucknow, Uttar Pradesh — Sector 12",active
3639,750,Rural,"Pune, Maharashtra — Sector 30",active
3640,750,Commercial,"Solapur, Maharashtra — Sector 20",active
3641,750,Airport,"Gandhinagar, Gujarat — Sector 43",active
3642,750,Railway Station,"Siliguri, West Bengal — Sector 40",active
3643,750,Suburban,"Pune, Maharashtra — Sector 43",active
3644,1000,Residential,"Chennai, Tamil Nadu — Sector 12",maintenance
3645,100,Industrial,"Ajmer, Rajasthan — Sector 15",active
3646,200,Railway Station,"Ahmedabad, Gujarat — Sector 37",active
3647,1000,Highway,"Hyderabad, Telangana — Sector 29",active
3648,750,Rural,"Bhopal, Madhya Pradesh — Sector 44",active
3649,750,Railway Station,"Asansol, West Bengal — Sector 3",active
3650,750,Suburban,"Noida, Uttar Pradesh — Sector 42",active
3651,100,Suburban,"Nagpur, Maharashtra — Sector 37",active
3652,200,Commercial,"Madurai, Tamil Nadu — Sector 49",maintenance
3653,200,Highway,"Tiruchirappalli, Tamil Nadu — Sector 29",active
3654,1000,Rural,"Gandhinagar, Gujarat — Sector 7",active
3655,500,Airport,"Mumbai, Maharashtra — Sector 47",active
3656,100,Commercial,"Vadodara, Gujarat — Sector 6",active
3657,500,Urban,"Aurangabad, Maharashtra — Sector 43",active
3658,300,Industrial,"Mumbai, Maharashtra — Sector 44",active
3659,750,Residential,"Madurai, Tamil Nadu — Sector 17",active
3660,300,Commercial,"Noida, Uttar Pradesh — Sector 13",active
3661,200,Mall,"Visakhapatnam, Andhra Pradesh — Sector 27",active
3662,1000,Suburban,"Mumbai, Maharashtra — Sector 14",active
3663,1000,Airport,"Pune, Maharashtra — Sector 7",active
3664,300,Airport,"Mysore, Karnataka — Sector 16",active
3665,100,Industrial,"Hyderabad, Telangana — Sector 29",active
3666,200,Commercial,"Kota, Rajasthan — Sector 19",inactive
3667,100,Residential,"Udaipur, Rajasthan — Sector 39",active
3668,750,Industrial,"Amritsar, Punjab — Sector 3",active
3669,750,Residential,"Ajmer, Rajasthan — Sector 25",active
3670,750,Railway Station,"Aurangabad, Maharashtra — Sector 17",active
3671,100,Rural,"Ahmedabad, Gujarat — Sector 2",active
3672,1000,Airport,"Madurai, Tamil Nadu — Sector 7",active
3673,300,Highway,"Delhi, Delhi — Sector 20",active
3674,300,Urban,"Gandhinagar, Gujarat — Sector 6",active
3675,300,Highway,"Guntur, Andhra Pradesh — Sector 35",active
3676,200,Mall,"Nashik, Maharashtra — Sector 38",active
3677,300,Commercial,"Gwalior, Madhya Pradesh — Sector 23",active
3678,500,Railway Station,"Chennai, Tamil Nadu — Sector 43",active
3679,200,Commercial,"Indore, Madhya Pradesh — Sector 45",active
3680,500,Commercial,"Aurangabad, Maharashtra — Sector 26",active
3681,750,Suburban,"Faridabad, Haryana — Sector 30",active
3682,500,Rural,"Vijayawada, Andhra Pradesh — Sector 35",active
3683,1000,Rural,"Siliguri, West Bengal — Sector 4",active
3684,100,Urban,"Agra, Uttar Pradesh — Sector 22",active
3685,750,Rural,"Udaipur, Rajasthan — Sector 42",active
3686,1000,Mall,"Coimbatore, Tamil Nadu — Sector 48",active
3687,1000,Commercial,"Ajmer, Rajasthan — Sector 14",active
3688,500,Commercial,"Mysore, Karnataka — Sector 30",active
3689,750,Airport,"Kolkata, West Bengal — Sector 48",active
3690,200,Residential,"Kota, Rajasthan — Sector 44",active
3691,200,Urban,"Bellary, Karnataka — Sector 39",active
3692,100,Highway,"Udaipur, Rajasthan — Sector 5",active
3693,1000,Residential,"Pune, Maharashtra — Sector 40",active
3694,1000,Industrial,"Bellary, Karnataka — Sector 47",active
3695,300,Suburban,"Bhavnagar, Gujarat — Sector 44",active
3696,750,Highway,"Meerut, Uttar Pradesh — Sector 49",active
3697,750,Mall,"Indore, Madhya Pradesh — Sector 49",active
3698,100,Mall,"Udaipur, Rajasthan — Sector 35",active
3699,200,Suburban,"Guntur, Andhra Pradesh — Sector 32",inactive
3700,750,Urban,"Patiala, Punjab — Sector 11",active
3701,300,Highway,"Tiruchirappalli, Tamil Nadu — Sector 40",active
3702,200,Railway Station,"Indore, Madhya Pradesh — Sector 15",active
3703,100,Railway Station,"Vadodara, Gujarat — Sector 29",active
3704,300,Industrial,"Ludhiana, Punjab — Sector 34",active
3705,750,Airport,"Jaipur, Rajasthan — Sector 8",active
3706,100,Airport,"Bhopal, Madhya Pradesh — Sector 5",active
3707,100,Suburban,"Kolkata, West Bengal — Sector 47",active
3708,1000,Suburban,"Surat, Gujarat — Sector 28",active
3709,750,Airport,"Howrah, West Bengal — Sector 38",maintenance
3710,750,Urban,"Jamnagar, Gujarat — Sector 23",active
3711,750,Industrial,"Nagpur, Maharashtra — Sector 46",active
3712,750,Mall,"Mysore, Karnataka — Sector 21",active
3713,200,Railway Station,"Rajkot, Gujarat — Sector 8",active
3714,300,Residential,"Howrah, West Bengal — Sector 37",active
3715,100,Urban,"Pune, Maharashtra — Sector 18",active
3716,1000,Highway,"Delhi, Delhi — Sector 36",active
3717,500,Airport,"Bhavnagar, Gujarat — Sector 28",maintenance
3718,750,Industrial,"Vadodara, Gujarat — Sector 14",active
3719,500,Commercial,"Surat, Gujarat — Sector 46",active
3720,200,Residential,"Delhi, Delhi — Sector 3",active
3721,200,Airport,"Delhi, Delhi — Sector 23",active
3722,300,Highway,"Guntur, Andhra Pradesh — Sector 24",active
3723,200,Urban,"Gwalior, Madhya Pradesh — Sector 23",active
3724,1000,Rural,"Meerut, Uttar Pradesh — Sector 27",active
3725,1000,Residential,"Jodhpur, Rajasthan — Sector 17",active
3726,500,Urban,"Howrah, West Bengal — Sector 14",active
3727,100,Industrial,"Salem, Tamil Nadu — Sector 39",active
3728,200,Highway,"Bangalore, Karnataka — Sector 5",active
3729,500,Industrial,"Vadodara, Gujarat — Sector 46",active
3730,200,Mall,"Lucknow, Uttar Pradesh — Sector 50",active
3731,1000,Industrial,"Udaipur, Rajasthan — Sector 35",active
3732,100,Residential,"Jalandhar, Punjab — Sector 28",active
3733,1000,Residential,"Rajkot, Gujarat — Sector 35",maintenance
3734,200,Highway,"Noida, Uttar Pradesh — Sector 14",active
3735,750,Suburban,"Gandhinagar, Gujarat — Sector 28",active
3736,500,Suburban,"Amritsar, Punjab — Sector 48",active
3737,300,Rural,"Coimbatore, Tamil Nadu — Sector 38",active
3738,100,Industrial,"Nashik, Maharashtra — Sector 35",active
3739,1000,Railway Station,"Chennai, Tamil Nadu — Sector 22",active
3740,1000,Commercial,"Bangalore, Karnataka — Sector 38",active
3741,1000,Urban,"Howrah, West Bengal — Sector 15",inactive
3742,200,Commercial,"Meerut, Uttar Pradesh — Sector 30",active
3743,300,Residential,"Rajkot, Gujarat — Sector 18",active
3744,200,Highway,"Mangalore, Karnataka — Sector 20",active
3745,100,Commercial,"Salem, Tamil Nadu — Sector 21",active
3746,500,Commercial,"Chandigarh, Punjab — Sector 39",active
3747,500,Rural,"Faridabad, Haryana — Sector 5",active
3748,500,Residential,"Mangalore, Karnataka — Sector 30",active
3749,750,Urban,"Nashik, Maharashtra — Sector 47",active
3750,100,Rural,"Nashik, Maharashtra — Sector 9",active
3751,200,Suburban,"Jodhpur, Rajasthan — Sector 23",active
3752,300,Urban,"Siliguri, West Bengal — Sector 13",active
3753,300,Urban,"Jodhpur, Rajasthan — Sector 50",active
3754,100,Commercial,"Gandhinagar, Gujarat — Sector 15",active
3755,200,Rural,"Jabalpur, Madhya Pradesh — Sector 27",active
3756,200,Railway Station,"Nashik, Maharashtra — Sector 14",active
3757,300,Highway,"Warangal, Telangana — Sector 28",active
3758,300,Commercial,"Hubli, Karnataka — Sector 50",active
3759,500,Rural,"Chandigarh, Punjab — Sector 9",active
3760,500,Airport,"Kota, Rajasthan — Sector 46",active
3761,1000,Highway,"Bhavnagar, Gujarat — Sector 23",active
3762,300,Railway Station,"Warangal, Telangana — Sector 50",active
3763,200,Railway Station,"Hubli, Karnataka — Sector 11",active
3764,300,Suburban,"Chennai, Tamil Nadu — Sector 45",active
3765,100,Industrial,"Junagadh, Gujarat — Sector 12",active
3766,100,Commercial,"Mumbai, Maharashtra — Sector 27",active
3767,300,Industrial,"Chandigarh, Punjab — Sector 48",active
3768,1000,Highway,"Mumbai, Maharashtra — Sector 16",active
3769,750,Airport,"Ahmedabad, Gujarat — Sector 46",active
3770,100,Residential,"Jamnagar, Gujarat — Sector 18",active
3771,750,Highway,"Ludhiana, Punjab — Sector 48",active
3772,500,Suburban,"Chandigarh, Punjab — Sector 2",active
3773,750,Residential,"Nagpur, Maharashtra — Sector 3",maintenance
3774,750,Airport,"Ludhiana, Punjab — Sector 48",active
3775,100,Rural,"Kolkata, West Bengal — Sector 6",active
3776,500,Mall,"Noida, Uttar Pradesh — Sector 5",active
3777,1000,Mall,"Jamnagar, Gujarat — Sector 33",active
3778,100,Commercial,"Bhavnagar, Gujarat — Sector 25",inactive
3779,100,Mall,"Salem, Tamil Nadu — Sector 50",active
3780,750,Commercial,"Indore, Madhya Pradesh — Sector 35",active
3781,1000,Mall,"Siliguri, West Bengal — Sector 21",active
3782,1000,Rural,"Chandigarh, Punjab — Sector 28",active
3783,200,Railway Station,"Durgapur, West Bengal — Sector 11",active
3784,500,Rural,"Mangalore, Karnataka — Sector 9",active
3785,750,Industrial,"Madurai, Tamil Nadu — Sector 41",active
3786,300,Residential,"Bhavnagar, Gujarat — Sector 9",active
3787,500,Rural,"Delhi, Delhi — Sector 47",active
3788,500,Residential,"Bellary, Karnataka — Sector 1",active
3789,1000,Urban,"Mumbai, Maharashtra — Sector 1",active
3790,1000,Rural,"Ghaziabad, Uttar Pradesh — Sector 3",active
3791,750,Highway,"Patiala, Punjab — Sector 29",active
3792,100,Suburban,"Rajkot, Gujarat — Sector 41",active
3793,200,Commercial,"Vijayawada, Andhra Pradesh — Sector 26",active
3794,200,Highway,"Guntur, Andhra Pradesh — Sector 30",active
3795,200,Residential,"Faridabad, Haryana — Sector 42",active
3796,750,Suburban,"Aurangabad, Maharashtra — Sector 40",active
3797,200,Rural,"Asansol, West Bengal — Sector 46",active
3798,750,Mall,"Chandigarh, Punjab — Sector 46",active
3799,500,Industrial,"Gurgaon, Haryana — Sector 10",active
3800,1000,Airport,"Udaipur, Rajasthan — Sector 22",active
3801,200,Highway,"Junagadh, Gujarat — Sector 14",maintenance
3802,750,Industrial,"Mumbai, Maharashtra — Sector 3",active
3803,100,Mall,"Junagadh, Gujarat — Sector 48",active
3804,100,Rural,"Howrah, West Bengal — Sector 40",active
3805,200,Airport,"Howrah, West Bengal — Sector 33",active
3806,300,Airport,"Bhavnagar, Gujarat — Sector 21",active
3807,300,Mall,"Tiruchirappalli, Tamil Nadu — Sector 15",active
3808,750,Airport,"Howrah, West Bengal — Sector 17",active
3809,100,Urban,"Bhopal, Madhya Pradesh — Sector 49",active
3810,200,Mall,"Asansol, West Bengal — Sector 6",active
3811,100,Railway Station,"Hubli, Karnataka — Sector 47",active
3812,750,Industrial,"Bangalore, Karnataka — Sector 22",active
3813,200,Industrial,"Gandhinagar, Gujarat — Sector 36",active
3814,200,Urban,"Bellary, Karnataka — Sector 40",active
3815,100,Highway,"Meerut, Uttar Pradesh — Sector 34",maintenance
3816,750,Commercial,"Coimbatore, Tamil Nadu — Sector 11",active
3817,200,Industrial,"Hubli, Karnataka — Sector 6",active
3818,500,Highway,"Delhi, Delhi — Sector 1",active
3819,500,Highway,"Agra, Uttar Pradesh — Sector 5",inactive
3820,100,Suburban,"Vadodara, Gujarat — Sector 38",active
3821,750,Commercial,"Udaipur, Rajasthan — Sector 41",active
3822,750,Mall,"Chandigarh, Punjab — Sector 36",active
3823,200,Urban,"Hubli, Karnataka — Sector 2",active
3824,750,Urban,"Delhi, Delhi — Sector 45",active
3825,100,Airport,"Ujjain, Madhya Pradesh — Sector 39",active
3826,100,Railway Station,"Indore, Madhya Pradesh — Sector 31",active
3827,750,Highway,"Guntur, Andhra Pradesh — Sector 48",active
3828,500,Railway Station,"Bellary, Karnataka — Sector 38",active
3829,100,Urban,"Vijayawada, Andhra Pradesh — Sector 5",active
3830,750,Mall,"Agra, Uttar Pradesh — Sector 35",active
3831,100,Suburban,"Junagadh, Gujarat — Sector 14",active
3832,300,Urban,"Noida, Uttar Pradesh — Sector 6",active
3833,300,Railway Station,"Bhopal, Madhya Pradesh — Sector 23",active
3834,750,Mall,"Ludhiana, Punjab — Sector 48",active
3835,300,Rural,"Howrah, West Bengal — Sector 48",active
3836,100,Suburban,"Ujjain, Madhya Pradesh — Sector 22",active
3837,100,Residential,"Mysore, Karnataka — Sector 9",active
3838,300,Urban,"Agra, Uttar Pradesh — Sector 37",maintenance
3839,750,Highway,"Madurai, Tamil Nadu — Sector 6",active
3840,750,Airport,"Kolkata, West Bengal — Sector 27",active
3841,300,Rural,"Rajkot, Gujarat — Sector 49",active
3842,1000,Highway,"Bhopal, Madhya Pradesh — Sector 36",active
3843,1000,Suburban,"Salem, Tamil Nadu — Sector 47",active
3844,100,Urban,"Gandhinagar, Gujarat — Sector 18",active
3845,500,Commercial,"Mumbai, Maharashtra — Sector 31",maintenance
3846,300,Railway Station,"Bikaner, Rajasthan — Sector 29",active
3847,200,Urban,"Bangalore, Karnataka — Sector 39",active
3848,750,Industrial,"Agra, Uttar Pradesh — Sector 45",active
3849,750,Industrial,"Salem, Tamil Nadu — Sector 40",active
3850,750,Mall,"Surat, Gujarat — Sector 41",active
3851,500,Airport,"Ajmer, Rajasthan — Sector 24",active
3852,100,Highway,"Kota, Rajasthan — Sector 37",active
3853,500,Railway Station,"Surat, Gujarat — Sector 33",active
3854,1000,Railway Station,"Solapur, Maharashtra — Sector 37",active
3855,500,Mall,"Vijayawada, Andhra Pradesh — Sector 30",maintenance
3856,750,Railway Station,"Warangal, Telangana — Sector 25",active
3857,200,Urban,"Ahmedabad, Gujarat — Sector 36",active
3858,100,Residential,"Tiruchirappalli, Tamil Nadu — Sector 46",active
3859,500,Rural,"Jabalpur, Madhya Pradesh — Sector 12",active
3860,200,Railway Station,"Agra, Uttar Pradesh — Sector 40",active
3861,1000,Commercial,"Agra, Uttar Pradesh — Sector 36",active
3862,750,Airport,"Coimbatore, Tamil Nadu — Sector 13",active
3863,100,Highway,"Mangalore, Karnataka — Sector 36",active
3864,100,Residential,"Bikaner, Rajasthan — Sector 42",active
3865,1000,Urban,"Ludhiana, Punjab — Sector 36",active
3866,100,Mall,"Mysore, Karnataka — Sector 21",maintenance
3867,100,Railway Station,"Bellary, Karnataka — Sector 37",active
3868,300,Mall,"Mangalore, Karnataka — Sector 24",active
3869,500,Commercial,"Coimbatore, Tamil Nadu — Sector 28",active
3870,1000,Commercial,"Kolkata, West Bengal — Sector 4",active
3871,750,Airport,"Surat, Gujarat — Sector 16",active
3872,1000,Suburban,"Gurgaon, Haryana — Sector 44",active
3873,300,Highway,"Durgapur, West Bengal — Sector 50",active
3874,100,Industrial,"Kota, Rajasthan — Sector 18",active
3875,500,Airport,"Bangalore, Karnataka — Sector 36",active
3876,300,Residential,"Howrah, West Bengal — Sector 3",active
3877,750,Urban,"Coimbatore, Tamil Nadu — Sector 37",inactive
3878,500,Suburban,"Hyderabad, Telangana — Sector 11",active
3879,500,Mall,"Gandhinagar, Gujarat — Sector 3",active
3880,1000,Urban,"Kolkata, West Bengal — Sector 22",active
3881,1000,Urban,"Ahmedabad, Gujarat — Sector 43",active
3882,1000,Railway Station,"Ujjain, Madhya Pradesh — Sector 7",active
3883,750,Commercial,"Patiala, Punjab — Sector 31",active
3884,750,Mall,"Vadodara, Gujarat — Sector 30",active
3885,500,Mall,"Thane, Maharashtra — Sector 3",active
3886,300,Airport,"Kolkata, West Bengal — Sector 19",active
3887,100,Railway Station,"Lucknow, Uttar Pradesh — Sector 16",maintenance
3888,300,Railway Station,"Howrah, West Bengal — Sector 11",active
3889,1000,Rural,"Durgapur, West Bengal — Sector 13",maintenance
3890,750,Rural,"Hyderabad, Telangana — Sector 47",active
3891,750,Airport,"Nagpur, Maharashtra — Sector 29",active
3892,300,Railway Station,"Vijayawada, Andhra Pradesh — Sector 47",active
3893,200,Industrial,"Junagadh, Gujarat — Sector 38",active
3894,750,Suburban,"Coimbatore, Tamil Nadu — Sector 13",active
3895,200,Suburban,"Coimbatore, Tamil Nadu — Sector 44",active
3896,200,Railway Station,"Nashik, Maharashtra — Sector 48",active
3897,500,Commercial,"Bhopal, Madhya Pradesh — Sector 21",active
3898,750,Commercial,"Solapur, Maharashtra — Sector 29",active
3899,1000,Urban,"Kota, Rajasthan — Sector 41",active
3900,500,Residential,"Junagadh, Gujarat — Sector 38",active
3901,100,Rural,"Indore, Madhya Pradesh — Sector 38",active
3902,300,Residential,"Jabalpur, Madhya Pradesh — Sector 44",active
3903,1000,Rural,"Agra, Uttar Pradesh — Sector 47",active
3904,1000,Airport,"Ujjain, Madhya Pradesh — Sector 26",active
3905,100,Urban,"Meerut, Uttar Pradesh — Sector 15",active
3906,500,Highway,"Mangalore, Karnataka — Sector 23",active
3907,750,Mall,"Kolkata, West Bengal — Sector 18",maintenance
3908,100,Industrial,"Vadodara, Gujarat — Sector 33",active
3909,300,Commercial,"Kota, Rajasthan — Sector 38",active
3910,750,Rural,"Kolkata, West Bengal — Sector 2",active
3911,300,Residential,"Visakhapatnam, Andhra Pradesh — Sector 14",active
3912,500,Airport,"Durgapur, West Bengal — Sector 40",active
3913,300,Mall,"Mumbai, Maharashtra — Sector 45",active
3914,100,Airport,"Ludhiana, Punjab — Sector 50",active
3915,1000,Suburban,"Amritsar, Punjab — Sector 27",active
3916,750,Industrial,"Amritsar, Punjab — Sector 5",active
3917,200,Suburban,"Aurangabad, Maharashtra — Sector 37",active
3918,500,Rural,"Gurgaon, Haryana — Sector 9",active
3919,1000,Residential,"Solapur, Maharashtra — Sector 45",active
3920,750,Rural,"Solapur, Maharashtra — Sector 20",active
3921,200,Suburban,"Coimbatore, Tamil Nadu — Sector 39",active
3922,100,Mall,"Agra, Uttar Pradesh — Sector 38",active
3923,1000,Suburban,"Gurgaon, Haryana — Sector 42",active
3924,750,Airport,"Ghaziabad, Uttar Pradesh — Sector 28",active
3925,1000,Residential,"Guntur, Andhra Pradesh — Sector 23",active
3926,750,Airport,"Kolhapur, Maharashtra — Sector 50",active
3927,750,Rural,"Amritsar, Punjab — Sector 48",active
3928,200,Industrial,"Bellary, Karnataka — Sector 28",active
3929,300,Industrial,"Kolhapur, Maharashtra — Sector 22",active
3930,100,Urban,"Jabalpur, Madhya Pradesh — Sector 25",active
3931,100,Mall,"Ahmedabad, Gujarat — Sector 30",active
3932,1000,Suburban,"Thane, Maharashtra — Sector 30",active
3933,200,Residential,"Surat, Gujarat — Sector 27",active
3934,100,Highway,"Hubli, Karnataka — Sector 10",active
3935,500,Mall,"Nashik, Maharashtra — Sector 32",active
3936,200,Suburban,"Chandigarh, Punjab — Sector 13",active
3937,300,Suburban,"Nashik, Maharashtra — Sector 15",active
3938,300,Industrial,"Surat, Gujarat — Sector 43",active
3939,100,Residential,"Jamnagar, Gujarat — Sector 40",active
3940,500,Highway,"Rajkot, Gujarat — Sector 45",active
3941,500,Residential,"Ahmedabad, Gujarat — Sector 42",active
3942,300,Railway Station,"Siliguri, West Bengal — Sector 12",active
3943,500,Highway,"Bangalore, Karnataka — Sector 41",active
3944,500,Railway Station,"Amritsar, Punjab — Sector 3",active
3945,100,Railway Station,"Patiala, Punjab — Sector 8",active
3946,500,Mall,"Asansol, West Bengal — Sector 13",maintenance
3947,500,Commercial,"Nashik, Maharashtra — Sector 20",active
3948,200,Mall,"Aurangabad, Maharashtra — Sector 27",active
3949,750,Airport,"Ghaziabad, Uttar Pradesh — Sector 6",active
3950,500,Commercial,"Hyderabad, Telangana — Sector 13",active
3951,1000,Highway,"Jabalpur, Madhya Pradesh — Sector 47",active
3952,500,Airport,"Kota, Rajasthan — Sector 25",active
3953,300,Residential,"Salem, Tamil Nadu — Sector 15",active
3954,300,Suburban,"Faridabad, Haryana — Sector 44",active
3955,100,Urban,"Jabalpur, Madhya Pradesh — Sector 35",active
3956,1000,Airport,"Siliguri, West Bengal — Sector 23",maintenance
3957,100,Airport,"Bellary, Karnataka — Sector 21",active
3958,1000,Commercial,"Rajkot, Gujarat — Sector 50",active
3959,300,Railway Station,"Hyderabad, Telangana — Sector 48",active
3960,200,Railway Station,"Nashik, Maharashtra — Sector 40",active
3961,300,Suburban,"Indore, Madhya Pradesh — Sector 3",active
3962,100,Industrial,"Ahmedabad, Gujarat — Sector 2",active
3963,100,Airport,"Tiruchirappalli, Tamil Nadu — Sector 36",active
3964,500,Urban,"Ajmer, Rajasthan — Sector 14",active
3965,500,Rural,"Kolhapur, Maharashtra — Sector 11",active
3966,200,Highway,"Bellary, Karnataka — Sector 45",active
3967,200,Highway,"Nagpur, Maharashtra — Sector 15",active
3968,300,Industrial,"Chennai, Tamil Nadu — Sector 37",active
3969,100,Urban,"Faridabad, Haryana — Sector 26",active
3970,500,Mall,"Patiala, Punjab — Sector 10",active
3971,1000,Commercial,"Hubli, Karnataka — Sector 6",active
3972,1000,Airport,"Aurangabad, Maharashtra — Sector 47",active
3973,300,Urban,"Gandhinagar, Gujarat — Sector 18",active
3974,300,Mall,"Guntur, Andhra Pradesh — Sector 4",active
3975,200,Residential,"Gurgaon, Haryana — Sector 7",active
3976,100,Residential,"Madurai, Tamil Nadu — Sector 31",active
3977,300,Suburban,"Thane, Maharashtra — Sector 33",active
3978,300,Commercial,"Patiala, Punjab — Sector 45",active
3979,750,Mall,"Vadodara, Gujarat — Sector 4",active
3980,300,Commercial,"Coimbatore, Tamil Nadu — Sector 38",active
3981,1000,Urban,"Thane, Maharashtra — Sector 6",active
3982,750,Railway Station,"Meerut, Uttar Pradesh — Sector 1",maintenance
3983,500,Highway,"Kolkata, West Bengal — Sector 35",active
3984,500,Airport,"Jodhpur, Rajasthan — Sector 6",active
3985,300,Commercial,"Bhopal, Madhya Pradesh — Sector 43",active
3986,100,Residential,"Jamnagar, Gujarat — Sector 38",active
3987,300,Industrial,"Junagadh, Gujarat — Sector 21",active
3988,1000,Mall,"Jaipur, Rajasthan — Sector 29",active
3989,500,Suburban,"Kolkata, West Bengal — Sector 29",active
3990,500,Airport,"Ludhiana, Punjab — Sector 50",active
3991,100,Airport,"Patiala, Punjab — Sector 9",active
3992,100,Suburban,"Solapur, Maharashtra — Sector 43",maintenance
3993,100,Suburban,"Jabalpur, Madhya Pradesh — Sector 41",active
3994,200,Residential,"Noida, Uttar Pradesh — Sector 20",active
3995,500,Railway Station,"Ludhiana, Punjab — Sector 50",inactive
3996,300,Urban,"Siliguri, West Bengal — Sector 14",active
3997,500,Airport,"Aurangabad, Maharashtra — Sector 32",active
3998,1000,Suburban,"Solapur, Maharashtra — Sector 3",active
3999,1000,Urban,"Delhi, Delhi — Sector 2",active
4000,100,Railway Station,"Junagadh, Gujarat — Sector 36",active
4001,200,Residential,"Lucknow, Uttar Pradesh — Sector 24",active
4002,200,Residential,"Mysore, Karnataka — Sector 22",active
4003,500,Residential,"Patiala, Punjab — Sector 11",active
4004,1000,Residential,"Noida, Uttar Pradesh — Sector 9",active
4005,200,Commercial,"Surat, Gujarat — Sector 49",active
4006,300,Railway Station,"Gandhinagar, Gujarat — Sector 5",active
4007,300,Rural,"Bangalore, Karnataka — Sector 23",active
4008,300,Industrial,"Madurai, Tamil Nadu — Sector 18",maintenance
4009,750,Airport,"Bikaner, Rajasthan — Sector 42",active
4010,100,Rural,"Mumbai, Maharashtra — Sector 18",active
4011,500,Suburban,"Hyderabad, Telangana — Sector 11",active
4012,750,Airport,"Ajmer, Rajasthan — Sector 39",active
4013,200,Highway,"Bikaner, Rajasthan — Sector 40",active
4014,750,Railway Station,"Noida, Uttar Pradesh — Sector 37",active
4015,300,Railway Station,"Delhi, Delhi — Sector 27",active
4016,300,Residential,"Ahmedabad, Gujarat — Sector 32",maintenance
4017,500,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 26",active
4018,300,Rural,"Surat, Gujarat — Sector 30",active
4019,1000,Mall,"Ahmedabad, Gujarat — Sector 6",active
4020,300,Residential,"Jodhpur, Rajasthan — Sector 7",active
4021,200,Suburban,"Faridabad, Haryana — Sector 5",active
4022,1000,Rural,"Bhopal, Madhya Pradesh — Sector 23",active
4023,750,Residential,"Mysore, Karnataka — Sector 35",active
4024,1000,Airport,"Asansol, West Bengal — Sector 7",active
4025,200,Rural,"Surat, Gujarat — Sector 26",active
4026,300,Suburban,"Bellary, Karnataka — Sector 37",active
4027,1000,Suburban,"Mysore, Karnataka — Sector 8",active
4028,750,Industrial,"Kolhapur, Maharashtra — Sector 4",active
4029,200,Airport,"Bhavnagar, Gujarat — Sector 32",active
4030,100,Residential,"Ujjain, Madhya Pradesh — Sector 2",active
4031,1000,Suburban,"Thane, Maharashtra — Sector 39",maintenance
4032,300,Rural,"Thane, Maharashtra — Sector 21",active
4033,750,Residential,"Siliguri, West Bengal — Sector 27",active
4034,100,Railway Station,"Ajmer, Rajasthan — Sector 44",maintenance
4035,300,Commercial,"Visakhapatnam, Andhra Pradesh — Sector 13",active
4036,200,Highway,"Patiala, Punjab — Sector 35",active
4037,500,Industrial,"Thane, Maharashtra — Sector 1",active
4038,300,Rural,"Howrah, West Bengal — Sector 20",active
4039,200,Highway,"Ahmedabad, Gujarat — Sector 44",active
4040,1000,Urban,"Jodhpur, Rajasthan — Sector 21",active
4041,300,Highway,"Hubli, Karnataka — Sector 3",active
4042,100,Residential,"Mumbai, Maharashtra — Sector 35",active
4043,500,Commercial,"Ajmer, Rajasthan — Sector 24",active
4044,100,Residential,"Siliguri, West Bengal — Sector 15",active
4045,750,Commercial,"Nashik, Maharashtra — Sector 6",active
4046,200,Airport,"Patiala, Punjab — Sector 15",active
4047,100,Airport,"Chennai, Tamil Nadu — Sector 27",active
4048,1000,Industrial,"Jamnagar, Gujarat — Sector 42",inactive
4049,1000,Urban,"Bikaner, Rajasthan — Sector 38",active
4050,300,Railway Station,"Jabalpur, Madhya Pradesh — Sector 50",active
4051,500,Mall,"Junagadh, Gujarat — Sector 38",active
4052,500,Rural,"Coimbatore, Tamil Nadu — Sector 14",active
4053,100,Highway,"Lucknow, Uttar Pradesh — Sector 23",active
4054,750,Mall,"Bellary, Karnataka — Sector 2",active
4055,750,Airport,"Ajmer, Rajasthan — Sector 46",active
4056,100,Mall,"Hubli, Karnataka — Sector 19",active
4057,500,Rural,"Lucknow, Uttar Pradesh — Sector 15",active
4058,200,Industrial,"Pune, Maharashtra — Sector 37",active
4059,500,Railway Station,"Vadodara, Gujarat — Sector 44",active
4060,1000,Suburban,"Guntur, Andhra Pradesh — Sector 9",maintenance
4061,500,Suburban,"Warangal, Telangana — Sector 33",active
4062,750,Commercial,"Coimbatore, Tamil Nadu — Sector 26",active
4063,750,Residential,"Ujjain, Madhya Pradesh — Sector 38",active
4064,300,Urban,"Guntur, Andhra Pradesh — Sector 1",active
4065,300,Urban,"Noida, Uttar Pradesh — Sector 23",active
4066,750,Industrial,"Chandigarh, Punjab — Sector 5",active
4067,200,Airport,"Thane, Maharashtra — Sector 43",active
4068,200,Suburban,"Pune, Maharashtra — Sector 5",active
4069,1000,Suburban,"Ajmer, Rajasthan — Sector 5",active
4070,200,Urban,"Madurai, Tamil Nadu — Sector 34",active
4071,750,Suburban,"Ahmedabad, Gujarat — Sector 26",active
4072,500,Mall,"Agra, Uttar Pradesh — Sector 28",active
4073,500,Mall,"Gwalior, Madhya Pradesh — Sector 10",active
4074,1000,Highway,"Lucknow, Uttar Pradesh — Sector 7",active
4075,200,Highway,"Aurangabad, Maharashtra — Sector 37",active
4076,500,Industrial,"Aurangabad, Maharashtra — Sector 40",active
